04.01.2019,00:00-00:15,17.75,18.42,22.55,-1.633<,-1.661<,-1.515<,-1.566<,-1.995<,45.276,0,102.8605,1.69
04.01.2019,00:15-00:30,17.7,18.72,22.89,-2.078<,-2.189<,-1.965<,-2.003<,-2.336<,44.541,0,107.3743,1.313
04.01.2019,00:30-00:45,17.51,18.52,22.61,-2.278<,-2.412<,-2.153<,-2.191<,-2.439<,44.532,0,106.3601,1.4172
04.01.2019,00:45-01:00,17.06,18.42,22.92,-2.483<,-2.674<,-2.371<,-2.376<,-2.531<,45.339,0,107.0736,1.4561
04.01.2019,01:00-01:15,16.79,18.58,22.62,-2.250<,-2.393<,-2.129<,-2.178<,-2.449<,46.215,0,105.8207,1.1264
04.01.2019,01:15-01:30,16.85,17.7,22.66,-2.174<,-2.289<,-2.044<,-2.082<,-2.326<,45.98,0,103.4411,0.7227
04.01.2019,01:30-01:45,16.94,18.49,22.4,-1.758<,-1.796<,-1.627<,-1.723<,-2.032<,44.898,0,108.6488,1.1214
04.01.2019,01:45-02:00,16.84,18.66,22.66,-2.174<,-2.277<,-2.044<,-2.103<,-2.302<,44.949,0,104.4349,0.801
04.01.2019,02:00-02:15,16.81,18.45,22.63,-2.024<,-2.100<,-1.897<,-1.949<,-2.083<,44.821,0,110.0175,1.0023
04.01.2019,02:15-02:30,16.56,18.39,22.61,-2.411<,-2.582<,-2.293<,-2.308<,-2.350<,44.556,0,110.1063,1.0922
04.01.2019,02:30-02:45,16.08,18.45,22.38,-2.332<,-2.482<,-2.224<,-2.256<,-2.411<,45.439,0,111.846,1.3883
04.01.2019,02:45-03:00,15.64,18.18,22.31,-2.153<,-2.301<,-2.037<,-2.068<,-2.254<,46.223,0,111.8053,1.5199
04.01.2019,03:00-03:15,15.41,18.45,22.47,-2.128<,-2.243<,-1.996<,-2.044<,-2.244<,46.872,0,105.9603,1.0375
04.01.2019,03:15-03:30,15.42,18.19,22.37,-1.859<,-1.977<,-1.760<,-1.798<,-1.981<,46.299,0,111.4358,1.3167
04.01.2019,03:30-03:45,15.42,18.24,22.42,-1.790<,-1.854<,-1.675<,-1.716<,-2.025<,45.848,0,108.9307,1.2151
04.01.2019,03:45-04:00,15.51,18.44,22.29,-1.859<,-1.923<,-1.709<,-1.795<,-2.066<,45.488,0,106.3839,1.1034
04.01.2019,04:00-04:15,15.54,18.13,22.32,-1.862<,-1.934<,-1.740<,-1.798<,-2.032<,45.178,0,107.5058,1.2662
04.01.2019,04:15-04:30,15.57,18.41,22.05,-1.579<,-1.626<,-1.457<,-1.518<,-1.906<,44.956,0,109.1477,1.7936
04.01.2019,04:30-04:45,15.44,18.44,22.48,-1.938<,-2.039<,-1.818<,-1.880<,-2.203<,45.083,0,108.423,1.5337
04.01.2019,04:45-05:00,15.13,18.44,22.28,-2.078<,-2.185<,-1.955<,-1.986<,-2.203<,46.194,0,108.3149,1.6351
04.01.2019,05:00-05:15,10.99,13.52,16.35,-1.328<,-1.387<,-1.238<,-1.282<,-1.469<,34.603,0,107.655,1.589
04.01.2019,05:15-05:30,14.89,18.53,22.47,-1.762<,-1.861<,-1.655<,-1.689<,-1.855<,47.866,0,110.7698,2.0476
04.01.2019,05:45-06:00,14.67,18.35,22.37,-1.726<,-1.827<,-1.617<,-1.644<,-1.844<,51.159,0,111.0231,1.7963
04.01.2019,06:00-06:15,14.72,18.49,22.22,-1.561<,-1.661<,-1.470<,-1.532<,-1.844<,52.853,0,108.3914,1.5537
04.01.2019,06:15-06:30,14.74,17.96,21.77,-1.611<,-1.680<,-1.498<,-1.538<,-1.817<,54.413,0,108.3089,1.5294
04.01.2019,06:30-06:45,14.79,18.26,22.04,-1.460<,-1.538<,-1.365<,-1.429<,-1.691<,55.537,0,110.3927,1.7598
04.01.2019,06:45-07:00,14.71,18.48,22.28,-0.850<,-0.882<,-0.785<,-0.821<,-1.168<,56.561,0,106.712,1.3812
04.01.2019,07:00-07:15,14.64,18.09,22.46,3.384,3.584,3.224,3.251,2.964,58.15,0,110.0943,1.745
04.01.2019,07:15-07:30,14.74,18.41,22.2,17.14,18.235,16.329,16.54,15.249,59.066,0,110.2405,1.9798
04.01.2019,07:30-07:45,15.07,18.53,22.25,72.914,97.303,86.916,96.441,57.978,59.336,0,111.5983,2.3632
04.01.2019,07:45-08:00,15.86,18.27,22.58,112.217,154.732,148.441,155.313,89.102,57.272,0,112.5163,2.3746
04.01.2019,08:00-08:15,16.83,18.16,23.04,166.71,225.287,218.079,226.26,134.126,54.403,0,111.9891,2.2864
04.01.2019,08:15-08:30,18.04,18.31,22.5,212.899,278.173,270.693,279.73,176.117,50.649,0,115.3015,2.2009
04.01.2019,08:30-08:45,19.73,18.24,22.02,252.975,328.015,319.826,329.99,211.776,45.842,0,118.3811,2.2068
04.01.2019,08:45-09:00,21.23,18.12,21.63,307.23,394.971,385.773,397.368,258.548,40.912,0,131.9741,2.279
04.01.2019,09:00-09:15,22.25,18.74,22.01,374.912,485.48,474.654,488.509,315.683,37.993,0,134.7628,2.3762
04.01.2019,09:15-09:30,23.4,18.44,21.77,408.454,521.175,511.191,524.609,348.542,34.852,0,140.2025,2.4818
04.01.2019,09:30-09:45,24.45,18.22,21.59,457.933,581.815,572.033,586.113,393.234,32.209,0,142.1207,2.4194
04.01.2019,09:45-10:00,25.39,18.49,21.27,509.369,644.57,635.145,649.716,440,29.931,0,149.6836,2.2355
04.01.2019,10:00-10:15,26.44,20.44,22.4,538.371,677.067,668.809,683.33,469.419,27.362,0,148.9424,1.8066
04.01.2019,10:15-10:30,27.39,21.41,23.45,581.256,729.842,722.286,737.036,509.32,25.306,0,171.1266,1.4949
04.01.2019,10:30-10:45,27.98,19.69,21.27,610.205,763.422,756.885,771.662,537.036,23.883,0,197.7855,1.5218
04.01.2019,10:45-11:00,28.6,19.32,21.32,645.07,804.852,798.912,813.747,570.038,22.45,0,201.9013,1.5489
04.01.2019,11:00-11:15,28.94,20.29,22.42,669.408,833.938,829.492,844.164,594.269,21.556,0,231.2413,1.4961
04.01.2019,11:15-11:30,29.55,20.27,22.06,695.192,865.222,862.204,877.166,620.461,20.423,0,274.7464,2.2075
04.01.2019,11:30-11:45,29.65,20.28,21.68,712.361,884.52,882.549,896.974,638.128,20.228,0,301.969,2.7268
04.01.2019,11:45-12:00,29.65,19.9,21.37,726.584,901.218,900.532,914.711,653.087,20.329,0,293.9235,2.643
04.01.2019,12:00-12:15,29.91,19.77,20.58,723.437,895.118,895.711,908.858,652.807,20.016,0,290.9981,2.9198
04.01.2019,12:15-12:30,30.04,20.23,22.3,724.464,895.318,897.097,909.275,655.697,19.812,0,296.9282,2.9288
04.01.2019,12:30-12:45,30.13,20.11,22.28,718.012,887.588,890.43,902.065,650.96,19.748,0,299.9276,2.5721
04.01.2019,12:45-13:00,30.19,19.1,20.75,710.165,877.819,881.331,891.72,643.798,19.853,0,295.8337,2.7768
04.01.2019,13:00-13:15,30.33,19.45,22.1,701.46,867.464,872.549,882.4,638.046,19.854,0,302.2697,2.8737
04.01.2019,13:15-13:30,30.34,18.93,21.83,680.757,842.967,849.15,857.856,620.499,20.514,0,295.9634,2.7757
04.01.2019,13:30-13:45,30.41,20.62,22.94,656.993,814.906,822.566,830.465,600.516,20.506,0,293.4932,2.8893
04.01.2019,13:45-14:00,30.22,19.67,21.37,631.826,787.11,795.063,801.467,578.19,21.792,0,292.737,3.0315
04.01.2019,14:00-14:15,30.12,18.92,20.25,603.129,754.066,762.972,768.209,553.046,22.543,0,307.0861,2.5609
04.01.2019,14:15-14:30,29.9,18.91,21.26,566.692,709.819,718.949,721.925,520.628,24.262,0,303.0262,3.1742
04.01.2019,14:30-14:45,29.65,18.7,21.47,527.198,662.836,672.579,675.074,486.943,26.218,0,297.9027,3.4157
