03.01.2019,00:00-00:15,16.0,19.71,24.21,-2.899<,-3.091<,-2.753<,-2.810<,-2.804<,42.557,0,98.5596,0.5644
03.01.2019,00:15-00:30,15.62,20.26,24.31,-2.691<,-2.867<,-2.552<,-2.619<,-2.872<,44.47,0,99.9473,0.5876
03.01.2019,00:30-00:45,16.51,19.95,24.37,-1.582<,-1.603<,-1.443<,-1.573<,-1.619<,43.865,0,94.2283,0.6279
03.01.2019,00:45-01:00,16.49,20.06,24.36,-2.957<,-3.141<,-2.787<,-2.862<,-2.678<,41.751,0,108.8439,0.7062
03.01.2019,01:00-01:15,14.82,20.08,24.35,-3.907<,-4.204<,-3.743<,-3.774<,-3.692<,43.601,0,108.8993,0.7938
03.01.2019,01:15-01:30,14.22,20.01,24.28,-2.996<,-3.187<,-2.822<,-2.875<,-2.971<,45.92,0,107.0278,1.1565
03.01.2019,01:30-01:45,13.96,20.02,24.32,-2.494<,-2.597<,-2.313<,-2.383<,-2.633<,47.522,0,104.6318,1.1086
03.01.2019,01:45-02:00,14.02,19.96,24.25,-2.250<,-2.355<,-2.105<,-2.171<,-2.442<,48.671,0,101.4815,1.2232
03.01.2019,02:00-02:15,14.04,20.2,24.53,-2.063<,-2.139<,-1.921<,-2.003<,-2.360<,49.693,0,100.3794,0.9527
03.01.2019,02:15-02:30,14.25,19.8,24.18,-2.085<,-2.170<,-1.952<,-2.017<,-2.223<,49.515,0,102.3054,1.118
03.01.2019,02:30-02:45,14.32,20.18,24.45,-2.239<,-2.362<,-2.098<,-2.157<,-2.247<,49.392,0,103.3247,1.3026
03.01.2019,02:45-03:00,14.45,20.06,24.29,-2.124<,-2.231<,-1.992<,-2.038<,-2.097<,49.209,0,95.7636,1.5177
03.01.2019,03:00-03:15,13.95,19.95,24.37,-3.043<,-3.252<,-2.897<,-2.916<,-2.910<,49.035,0,99.037,1.1969
03.01.2019,03:15-03:30,13.35,19.92,24.35,-2.806<,-2.975<,-2.661<,-2.701<,-2.848<,50.864,0,104.4743,1.159
03.01.2019,03:30-03:45,12.99,19.84,24.32,-2.451<,-2.605<,-2.317<,-2.356<,-2.579<,51.653,0,104.3528,1.2622
03.01.2019,03:45-04:00,12.83,20.25,24.48,-2.160<,-2.281<,-2.047<,-2.089<,-2.445<,52.943,0,94.5707,1.0367
03.01.2019,04:00-04:15,12.99,19.79,24.45,-1.966<,-2.050<,-1.832<,-1.901<,-2.066<,54.494,0,95.8263,1.3572
03.01.2019,04:15-04:30,13.01,20.17,24.37,-2.113<,-2.208<,-1.982<,-2.021<,-2.158<,56.033,0,90.6392,1.2102
03.01.2019,04:30-04:45,12.93,19.96,24.27,-1.991<,-2.077<,-1.873<,-1.925<,-2.128<,56.473,0,100.6235,1.5232
